provider,count_duplicate_suspect ∩ peer_z>3,count_outlier(IQR|MAD) ∩ top1pct,count_overcharge_rule ∩ top1pct,count_short_stay_high_zpay_ip ∩ top1pct,amt_duplicate_suspect ∩ peer_z>3,amt_outlier(IQR|MAD) ∩ top1pct,amt_overcharge_rule ∩ top1pct,amt_short_stay_high_zpay_ip ∩ top1pct,total_flagged_claims,total_flagged_dollars,rank_count_duplicate_suspect ∩ peer_z>3,rank_count_outlier(IQR|MAD) ∩ top1pct,rank_count_overcharge_rule ∩ top1pct,rank_count_short_stay_high_zpay_ip ∩ top1pct,rank_amt_duplicate_suspect ∩ peer_z>3,rank_amt_outlier(IQR|MAD) ∩ top1pct,rank_amt_overcharge_rule ∩ top1pct,rank_amt_short_stay_high_zpay_ip ∩ top1pct,composite_risk_score
PRV56521,0,1,0,0,0.0,3300.0,0.0,0.0,1,3300.0,0.5007115749525617,0.7590132827324478,0.9871916508538899,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.9871916508538899,0.5040322580645161,0.6940524193548387
PRV56590,0,1,0,0,0.0,3300.0,0.0,0.0,1,3300.0,0.5007115749525617,0.7590132827324478,0.9871916508538899,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.9871916508538899,0.5040322580645161,0.6940524193548387
PRV56672,0,1,0,0,0.0,3300.0,0.0,0.0,1,3300.0,0.5007115749525617,0.7590132827324478,0.9871916508538899,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.9871916508538899,0.5040322580645161,0.6940524193548387
PRV57053,0,1,0,0,0.0,3300.0,0.0,0.0,1,3300.0,0.5007115749525617,0.7590132827324478,0.9871916508538899,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.9871916508538899,0.5040322580645161,0.6940524193548387
PRV57101,0,1,0,0,0.0,3300.0,0.0,0.0,1,3300.0,0.5007115749525617,0.7590132827324478,0.9871916508538899,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.9871916508538899,0.5040322580645161,0.6940524193548387
PRV57303,0,1,0,0,0.0,3300.0,0.0,0.0,1,3300.0,0.5007115749525617,0.7590132827324478,0.9871916508538899,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.9871916508538899,0.5040322580645161,0.6940524193548387
PRV57367,0,1,0,0,0.0,3300.0,0.0,0.0,1,3300.0,0.5007115749525617,0.7590132827324478,0.9871916508538899,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.9871916508538899,0.5040322580645161,0.6940524193548387
PRV52725,0,1,0,0,0.0,9600.0,0.0,0.0,1,9600.0,0.5007115749525617,0.7590132827324478,0.9871916508538899,0.5040322580645161,0.5007115749525617,0.43500948766603414,0.9871916508538899,0.5040322580645161,0.6472367172675522
PRV51007,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51012,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51044,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51045,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51048,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51049,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51052,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51057,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51070,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51089,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51090,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51125,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51128,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51137,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51138,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51143,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51147,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51153,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51155,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51168,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51169,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51171,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51173,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51180,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51201,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51205,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51212,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51216,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51219,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51253,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51255,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51261,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51272,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51279,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51287,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51296,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51301,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51304,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51305,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51324,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51326,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51351,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51357,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51360,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51379,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51387,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51395,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51397,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51398,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51415,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51424,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51427,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51431,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51434,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51439,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51441,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51448,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51453,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51470,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51477,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51492,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51504,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51514,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51515,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51517,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51531,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51532,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51564,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51568,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51583,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51627,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51644,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51653,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51657,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51669,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51673,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51678,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51693,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51699,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51723,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51732,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51737,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51743,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51748,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51752,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51770,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51788,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51789,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51801,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51846,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51848,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51858,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51864,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51865,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51867,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51869,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51870,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51884,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51885,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51894,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51901,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51908,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51910,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51911,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51929,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
PRV51931,0,1,1,0,0.0,3300.0,3300.0,0.0,2,6600.0,0.5007115749525617,0.7590132827324478,0.7374288425047438,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.7824952561669829,0.5040322580645161,0.637245018975332
